    0.593514     0.142514    -0.308337     0.142663     0.593608     0.142511    -0.308435     0.142661     0.480554    0.0295131    -0.421489    0.0295518      0.48046    0.0295152    -0.421391    0.0295539     0.421475   -0.0294405    -0.480376   -0.0294598     0.421569   -0.0294426    -0.480473   -0.0294619     0.308515    -0.142441    -0.593527    -0.142571     0.308421    -0.142439    -0.593429    -0.142569
  -0.0665295     0.384429   -0.0665477    -0.517506     0.128435     0.579406     0.128442    -0.322529     0.128434     0.579397     0.128441    -0.322523   -0.0665307      0.38442   -0.0665489      -0.5175   -0.0665313     0.384416   -0.0665495    -0.517497     0.128433     0.579393      0.12844     -0.32252     0.128432     0.579385     0.128439    -0.322514   -0.0665325     0.384407   -0.0665507    -0.517491
   -0.047001   -0.0998767    0.0467886    0.0996644    0.0895007   -0.0998591   -0.0896777    0.0996821    0.0895801   -0.0206419   -0.0895983    0.0206237   -0.0469216   -0.0206596     0.046868     0.020606   -0.0468802    0.0206712    0.0469095   -0.0206418    0.0896215    0.0206888   -0.0895569   -0.0206242    0.0897009     0.099906   -0.0894775   -0.0996825   -0.0468007    0.0998883    0.0469889   -0.0997002
-0.000581578    -0.574038  -0.00056927     0.572887 -0.000581578    -0.574038  -0.00056927     0.572887 -0.000581578    -0.574038  -0.00056927     0.572887 -0.000581578    -0.574038  -0.00056927     0.572887 -0.000581578    -0.574038  -0.00056927     0.572887 -0.000581578    -0.574038  -0.00056927     0.572887 -0.000581578    -0.574038  -0.00056927     0.572887 -0.000581578    -0.574038  -0.00056927     0.572887
    0.573537   6.8072e-05    -0.573388  8.04528e-05     0.573537   6.8072e-05    -0.573388  8.04528e-05     0.573537   6.8072e-05    -0.573388  8.04528e-05     0.573537   6.8072e-05    -0.573388  8.04528e-05     0.573537   6.8072e-05    -0.573388  8.04528e-05     0.573537   6.8072e-05    -0.573388  8.04528e-05     0.573537   6.8072e-05    -0.573388  8.04528e-05     0.573537   6.8072e-05    -0.573388  8.04528e-05
    -0.81918    -0.818829    -0.819284    -0.819635     -0.81918    -0.818829    -0.819284    -0.819635     -0.81918    -0.818829    -0.819284    -0.819635     -0.81918    -0.818829    -0.819284    -0.819635     -0.81918    -0.818829    -0.819284    -0.819635     -0.81918    -0.818829    -0.819284    -0.819635     -0.81918    -0.818829    -0.819284    -0.819635     -0.81918    -0.818829    -0.819284    -0.819635
           0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0    -0.046915   -0.0137711    0.0468753    0.0137314    0.0895866   -0.0137534    -0.089591     0.013749     0.089666    0.0654638   -0.0895116   -0.0653093   -0.0468356    0.0654461    0.0469547    -0.065327
           0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0     0.470625    0.0196933    -0.431219    0.0197127     0.470721    0.0196934    -0.431315    0.0197127     0.357667    -0.093305    -0.544369   -0.0933969     0.357571    -0.093305    -0.544273   -0.0933969
           0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0   -0.0665372     0.384415   -0.0665441    -0.517497      0.12843     0.579393     0.128443    -0.322519      0.12843     0.579387     0.128443    -0.322514   -0.0665372      0.38441   -0.0665441    -0.517491
           0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0    -0.207398    0.0492186    -0.207419    -0.464035   -0.0124304     0.244196   -0.0124317    -0.269058   -0.0124304      0.24419   -0.0124317    -0.269052    -0.207398    0.0492128    -0.207419    -0.464029
           0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0   -0.0852043   -0.0290069   -0.0852131    -0.141411     0.109763      0.16597     0.109774    0.0535667     0.109763     0.165964     0.109774    0.0535725   -0.0852043   -0.0290127   -0.0852131    -0.141405
           0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0     0.104534    0.0483347  -0.00786463    0.0483347     0.104534    0.0483347  -0.00786463    0.0483347  -0.00852001   -0.0647193    -0.120919   -0.0647193  -0.00852001   -0.0647193    -0.120919   -0.0647193
  -0.0469661   -0.0654345    0.0468228    0.0652912    0.0895356   -0.0654168   -0.0896435    0.0653088     0.089615    0.0138004   -0.0895641   -0.0137495   -0.0468867    0.0137827    0.0469022   -0.0137672            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
    0.544362     0.093388    -0.357495    0.0934798     0.544458     0.093388     -0.35759    0.0934798     0.431404   -0.0196104    -0.470644   -0.0196298     0.431308   -0.0196104    -0.470549   -0.0196298            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
  -0.0665361     0.384427    -0.066543    -0.517506     0.128431     0.579404     0.128444    -0.322528     0.128431     0.579398     0.128444    -0.322523   -0.0665361     0.384421    -0.066543      -0.5175            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
   -0.207383    0.0492384    -0.207404    -0.464026   -0.0124158     0.244216   -0.0124171    -0.269049   -0.0124158      0.24421   -0.0124171    -0.269043    -0.207383    0.0492326    -0.207404     -0.46402            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
  -0.0852043   -0.0290061   -0.0852131    -0.141411     0.109763     0.165971     0.109774    0.0535658     0.109763     0.165965     0.109774    0.0535717   -0.0852043   -0.0290119   -0.0852131    -0.141406            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
    0.120919    0.0647193   0.00852001    0.0647193     0.120919    0.0647193   0.00852001    0.0647193   0.00786463   -0.0483347    -0.104534   -0.0483347   0.00786463   -0.0483347    -0.104534   -0.0483347            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
           0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
