     27.2712   -0.0130685     0.532447            0     -20.9479    0.0395923     0.425819      2.90293    -0.087038    0.0570333   0.00298698    0.0821126     0.425801      2.90304    0.0869676   -0.0570464  -0.00298836    0.0821131   -0.0156592      12.7955      1.14898    -0.179852  0.000543913     0.291144     0.259023    -0.216487    0.0741943    -0.430409    -0.136473     0.125118    -0.166003    -0.103237       0.2834    -0.293845    -0.232563     0.049201     0.365942   -0.0315659    0.0535127    0.0788574  -0.00355171
  -0.0130685      26.1223    0.0177328      20.9479            0     -1.56937     0.150671   -0.0258716      2.92683      1.03635    0.0734321  4.09402e-06    -0.150565    0.0259163      2.92692       1.0364    0.0734338 -2.46659e-06      11.7831   -0.0132768     0.012749    0.0138852      1.08163    -0.785709     0.148962       0.2527   -0.0898617     0.498347   -0.0391815    -0.105317      0.36213  -0.00959374     0.773215    -0.214511    -0.248801    0.0102635    0.0261994   -0.0064113    0.0310609    0.0367297 -0.000652259
    0.532447    0.0177328      6.75218   -0.0395923      1.56937            0     0.406442     0.426754     0.427826     0.141337   0.00713422  0.000744034     0.406382     0.426726    -0.427724    -0.141297  -0.00713005  0.000744033   0.00131257    -0.370932      5.57179      1.04872 -0.000224027      1.52585      1.04693    -0.717139     0.321167      0.66849     0.242067     0.279321      0.26274     0.201914      1.22439     -1.04129     -0.55857    0.0119044    -0.551361    0.0370785    0.0536808   -0.0962013   0.00383379
           0      20.9479   -0.0395923      105.627            0            0    -0.886096 -4.99111e-05     -4.62542     -1.44207   -0.0766964  2.47838e-06     0.885901 -4.99126e-05     -4.62552      -1.4421   -0.0766971  -4.5743e-06       10.813  5.77699e-06    0.0404482    0.0185928    0.0691071     -2.93618     -3.01882      1.08007     0.551845     -1.30929    0.0357587    0.0625296 -0.000710633     0.137166      2.92354     -2.81858      -1.2046    -0.549748     -1.25839    0.0681286   -0.0247444    -0.187042   0.00351058
    -20.9479            0      1.56937            0      105.627            0      1.01865      4.62878 -3.24915e-05 -2.54795e-05 -1.34047e-06    0.0976554      1.01858      4.62891  -3.2498e-05 -2.54764e-05 -1.34037e-06    0.0976563            0     -10.8134       -3.401     0.214313 -4.91591e-06    -0.456574  7.87891e-05      1.91876      2.18733     0.718728     0.378715     0.469436     0.393364     0.367747    -0.704413   -0.0964827      2.09127       1.8227    -0.639578   0.00471105     0.285765    -0.111547  -0.00191409
   0.0395923     -1.56937            0            0            0      105.627            0     0.885075     -1.01379     0.579111    0.0299454    0.0050293            0    -0.884902     -1.01371     0.579041    0.0299454   -0.0050116      3.63009   -0.0460806  0.000143455 -6.38931e-06   -0.0626578 -0.000349523     0.465765     0.623646     0.636327     -1.39754    0.0316247     0.184687    -0.447238    0.0858458  0.000395177     0.813217    -0.662209    -0.561746    -0.856233    0.0707387    -0.140896    -0.196449   0.00306312
    0.425819     0.150671     0.406442    -0.886096      1.01865            0     0.353276     0.426751     0.150301    0.0548126   0.00253244  0.000744183            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
     2.90293   -0.0258716     0.426754 -4.99111e-05      4.62878     0.885075     0.426751      2.84982    -0.026179    0.0222978   0.00119105    0.0818108            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
   -0.087038      2.92683     0.427826     -4.62542 -3.24915e-05     -1.01379     0.150301    -0.026179      2.92683      1.03635    0.0734321  3.22463e-06            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
   0.0570333      1.03635     0.141337     -1.44207 -2.54795e-05     0.579111    0.0548126    0.0222978      1.03635     0.646946    0.0525747   0.00086773            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
  0.00298698    0.0734321   0.00713422   -0.0766964 -1.34047e-06    0.0299454   0.00253244   0.00119105    0.0734321    0.0525747    0.0213033  0.000117791            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
   0.0821126  4.09402e-06  0.000744034  2.47838e-06    0.0976554    0.0050293  0.000744183    0.0818108  3.22463e-06   0.00086773  0.000117791    0.0144112            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
    0.425801    -0.150565     0.406382     0.885901      1.01858            0            0            0            0            0            0            0     0.353228     0.426729    -0.150193   -0.0547714  -0.00252822  0.000744308            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
     2.90304    0.0259163     0.426726 -4.99126e-05      4.62891    -0.884902            0            0            0            0            0            0     0.426729      2.84995    0.0261769   -0.0222927  -0.00119084    0.0818124            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
   0.0869676      2.92692    -0.427724     -4.62552  -3.2498e-05     -1.01371            0            0            0            0            0            0    -0.150193    0.0261769      2.92692       1.0364    0.0734337   -3.336e-06            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
  -0.0570464       1.0364    -0.141297      -1.4421 -2.54764e-05     0.579041            0            0            0            0            0            0   -0.0547714   -0.0222927       1.0364     0.646946     0.052575 -0.000865289            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
 -0.00298836    0.0734338  -0.00713005   -0.0766971 -1.34037e-06    0.0299454            0            0            0            0            0            0  -0.00252822  -0.00119084    0.0734337     0.052575    0.0213032 -0.000117581            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
   0.0821131 -2.46659e-06  0.000744033  -4.5743e-06    0.0976563   -0.0050116            0            0            0            0            0            0  0.000744308    0.0818124   -3.336e-06 -0.000865289 -0.000117581    0.0144112            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
  -0.0156592      11.7831   0.00131257       10.813            0      3.63009            0            0            0            0            0            0            0            0            0            0            0            0      9.01999   -0.0158128   0.00167405   0.00879041      1.05925    0.0187855      1.00174  -0.00893789    -0.206069     0.780227     -0.04724    -0.112292     0.337726   -0.0424556    -0.027812     0.602508    0.0448387     0.129998     0.323904   -0.0211879    0.0300915    0.0771746  -0.00144569
     12.7955   -0.0132768    -0.370932  5.77699e-06     -10.8134   -0.0460806            0            0            0            0            0            0            0            0            0            0            0            0   -0.0158128      9.83263     0.217832       -0.121  0.000542538     0.166237     0.259176      0.30915     0.673548    -0.233399   -0.0326776     0.253775   -0.0581909  -0.00245151    0.0905496    -0.320411     0.340359     0.548609     0.190633   -0.0302705     0.131817    0.0482823  -0.00407568
