    0.000192299    -9.06891e-05    -0.000382839     6.92314e-05    -2.50102e-05     9.46738e-06 
    0.000310399 
   -0.000133241 
    0.000232558 
   -9.85388e-05 
   -4.71731e-05 
   -6.85011e-05 
    0.000306749 
   -0.000132513 
    9.40114e-05 
    8.09383e-05 
   -9.61312e-05 
   -6.93711e-05 
   -0.000396637 
    0.000115688 
   -0.000617808 
      0.0574048 
      0.0242224 














     0.00120284 
    6.38492e-05 
   -0.000237577 
   -0.000233742 
    0.000380029 
    0.000205817 
   -1.82221e-05 
     -0.0003247 
    0.000143558 











     0.00135768 
    0.000170653 
   -0.000185064 
     -0.0001002 
   -0.000481707 
    6.35711e-05 
   -6.67726e-05 
   -0.000103337 
    -6.8705e-06 









