    0.574464      0.12736    -0.323098     0.124006     0.572413      0.12748    -0.320806     0.124127     0.459373    0.0131814    -0.433846     0.012346     0.461424    0.0130612    -0.436137    0.0122257     0.402585   -0.0463789    -0.494875   -0.0459119     0.400529   -0.0462563    -0.492574   -0.0457893     0.287489    -0.160559    -0.605614    -0.157566     0.289545    -0.160682    -0.607915    -0.157688
  -0.0411035     0.399907   -0.0369775    -0.477988     0.165098     0.594132     0.145271    -0.283763      0.16501     0.600988     0.145183    -0.290796   -0.0411919     0.406763   -0.0370659    -0.485021   -0.0385111     0.412878   -0.0346933    -0.486082     0.167699     0.607102     0.147544    -0.291859     0.167611     0.613964     0.147456    -0.298896   -0.0385988      0.41974    -0.034781     -0.49312
  -0.0148166    -0.121557    0.0257105     0.132451     0.104014    -0.138666    -0.127339     0.115341     0.102216   -0.0616415    -0.129137    0.0347208   -0.0166143   -0.0445319    0.0239129    0.0518304   -0.0159513  -0.00472961    0.0209271   0.00970538     0.102864   -0.0218533    -0.132136  -0.00741833      0.10106    0.0551648     -0.13394    -0.088044   -0.0177552    0.0722885    0.0191233   -0.0709203
   0.0133864    -0.560357    0.0126788     0.586422    0.0133864    -0.560357    0.0126788     0.586422    0.0133864    -0.560357    0.0126788     0.586422    0.0133864    -0.560357    0.0126788     0.586422    0.0134369    -0.560313    0.0127159     0.586466    0.0134369    -0.560313    0.0127159     0.586466    0.0134369    -0.560313    0.0127159     0.586466    0.0134369    -0.560313    0.0127159     0.586466
    0.499362   -0.0723363    -0.643138     -0.07144     0.499362   -0.0723363    -0.643138     -0.07144     0.499362   -0.0723363    -0.643138     -0.07144     0.499362   -0.0723363    -0.643138     -0.07144     0.499299   -0.0723922    -0.643194   -0.0715026     0.499299   -0.0723922    -0.643194   -0.0715026     0.499299   -0.0723922    -0.643194   -0.0715026     0.499299   -0.0723922    -0.643194   -0.0715026
    -0.86629    -0.825086    -0.765645    -0.806849     -0.86629    -0.825086    -0.765645    -0.806849     -0.86629    -0.825086    -0.765645    -0.806849     -0.86629    -0.825086    -0.765645    -0.806849    -0.866326    -0.825111    -0.765598    -0.806812    -0.866326    -0.825111    -0.765598    -0.806812    -0.866326    -0.825111    -0.765598    -0.806812    -0.866326    -0.825111    -0.765598    -0.806812
           0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0   -0.0151451   -0.0383484    0.0216901    0.0448933      0.10367   -0.0554721    -0.131373    0.0277696     0.101867     0.021546    -0.133177   -0.0528561   -0.0169489    0.0386697    0.0198862   -0.0357324
           0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0      0.45457   0.00306439    -0.448934   0.00257146     0.452482   0.00315715    -0.446661   0.00266422     0.339443    -0.111147    -0.559701    -0.109111      0.34153    -0.111239    -0.561974    -0.109204
           0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0   -0.0374958      0.41441   -0.0359644     -0.48787     0.161458       0.6093     0.154864    -0.292979     0.161458     0.611656     0.154864    -0.295335   -0.0374958     0.416765   -0.0359644    -0.490225
           0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0    -0.192135    0.0725775    -0.184288       -0.449   0.00681889     0.267468    0.0065404    -0.254109   0.00681889     0.269824    0.0065404    -0.256465    -0.192135    0.0749332    -0.184288    -0.451356
           0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0   -0.0869465   -0.0300037   -0.0833955    -0.140338     0.112007     0.164887     0.107433    0.0545526     0.112007     0.167243     0.107433    0.0521969   -0.0869465    -0.027648   -0.0833955    -0.142694
           0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0     0.104534    0.0483347  -0.00786463    0.0483347     0.104534    0.0483347  -0.00786463    0.0483347  -0.00852001   -0.0647193    -0.120919   -0.0647193  -0.00852001   -0.0647193    -0.120919   -0.0647193
  -0.0156198   -0.0879352    0.0249498    0.0972652     0.103211    -0.105045      -0.1281    0.0801556     0.101413   -0.0280201    -0.129898 -0.000464577   -0.0174175   -0.0109104    0.0231521    0.0166451            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
    0.522492    0.0777983    -0.369031    0.0756628     0.520412    0.0778912    -0.366765    0.0757557     0.407372   -0.0364084    -0.479805    -0.036024     0.409452   -0.0365013    -0.482071   -0.0361169            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
